_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
889680,4155286,2017.0,2020.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2020-11-16,80,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,W0327,43.6395029387,-79.4940316467,305265.876,4833061.767
889681,4155285,2017.0,2020.0,1950.0,PRIVATE,3,Etobicoke-Lakeshore,6 KINGS POINT DR,3,16,2020-11-16,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,W0327,43.639609569499996,-79.49364600310001,305296.993,4833073.615
889682,4155284,2018.0,2020.0,1953.0,PRIVATE,3,Etobicoke-Lakeshore,8 KINGS POINT DR,5,16,2020-11-16,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,W0327,43.6396821871,-79.4933367622,305321.945,4833081.683999999
889683,4153606,2017.0,2020.0,1968.0,PRIVATE,14,Toronto-Danforth,10 HOGARTH AVE,23,287,2020-11-16,87,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,,S1428,43.6739626249,-79.35545117,316440.365,4836900.03
889684,4155125,2017.0,2020.0,1960.0,PRIVATE,5,York South-Weston,1321 WESTON RD,3,10,2020-11-16,74,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,4.0,,,W0531,43.6898644553,-79.4968078854,305041.755,4838656.633
889685,4153101,2017.0,2020.0,2003.0,SOCIAL HOUSING,9,Davenport,973 LANSDOWNE AVE,3,20,2020-11-16,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,S0930,43.6661838696,-79.4459119791,309146.453,4836027.149
889686,4153142,2017.0,2020.0,1987.0,SOCIAL HOUSING,10,Spadina-Fort York,800 ADELAIDE ST W,3,50,2020-11-15,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,,4.0,S1028,43.6439718067,-79.4103609926,312016.23,4833561.862
889687,4153554,2017.0,2020.0,1980.0,SOCIAL HOUSING,10,Spadina-Fort York,33 HAHN PL,8,135,2020-11-15,87,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,S1039,43.649402507,-79.362697005,315860.308,4834171.515
889688,4153556,2017.0,2020.0,1980.0,SOCIAL HOUSING,10,Spadina-Fort York,5 HAHN PL,4,32,2020-11-15,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,,S1039,43.648895593999995,-79.362805101,315851.683,4834115.191000001
889689,4152759,2017.0,2020.0,1972.0,PRIVATE,21,Scarborough Centre,1375 MIDLAND AVE,13,144,2020-11-15,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,E2134,43.7499873653,-79.2636073728,323822.18,4845362.91
889690,4156555,2017.0,2020.0,1970.0,TCHC,24,Scarborough-Guildwood,3945 LAWRENCE AVE E,3,20,2020-11-15,66,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2431,43.7630131413,-79.2041400469,328606.14,4846825.304
889691,4153138,2017.0,2020.0,1989.0,SOCIAL HOUSING,10,Spadina-Fort York,24 SHAW ST,9,200,2020-11-15,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,S1027,43.6423363643,-79.4160843491,311554.662,4833379.7069999995
889692,4152818,2017.0,2020.0,1962.0,PRIVATE,24,Scarborough-Guildwood,45 GREENCREST CRCT,6,100,2020-11-15,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2430,43.758742100000006,-79.22231714770001,327144.17699999997,4846345.796
889693,4156038,2017.0,2020.0,1969.0,TCHC,13,Toronto Centre,375 BLEECKER ST,24,327,2020-11-15,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,,2.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1323,43.670607632,-79.374814757,314879.229,4836525.723999999
889694,4153378,2017.0,2020.0,1983.0,TCHC,10,Spadina-Fort York,575 ADELAIDE ST W,11,150,2020-11-15,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,S1028,43.6445845561,-79.40368311,312554.891,4833630.518999999
889695,4152860,2017.0,2020.0,1977.0,PRIVATE,22,Scarborough-Agincourt,20 STONEHILL CRT,13,153,2020-11-15,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2226,43.795961863100004,-79.3147046688,319695.816,4850460.119
889696,4155854,2018.0,2020.0,1970.0,TCHC,24,Scarborough-Guildwood,3939 LAWRENCE AVE E,3,31,2020-11-15,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,E2431,43.763475641999996,-79.20530613220001,328497.269,4846918.613
889697,4156556,2018.0,2020.0,1970.0,TCHC,24,Scarborough-Guildwood,3943 LAWRENCE AVE E,3,15,2020-11-15,69,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2431,43.7631593909,-79.2047559,328556.497,4846841.376
889698,4156459,2017.0,2020.0,1976.0,PRIVATE,20,Scarborough Southwest,39 PARKCREST DR,7,134,2020-11-14,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,E2027,43.73597306439999,-79.2190996441,327411.779,4843817.119
889699,4154788,2017.0,2020.0,1950.0,PRIVATE,16,Don Valley East,6 THE DONWAY E,4,40,2020-11-14,83,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,N1627,43.733595666099994,-79.3405231156,317631.353,4843527.159
889700,4269318,2017.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,998 DANFORTH RD,3,21,2020-11-14,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,E2024,43.7352342615,-79.2476716721,325110.51,4843727.705
889701,4269313,2017.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,996 DANFORTH RD,3,20,2020-11-14,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,E2024,43.7350794611,-79.2480505493,325080.042,4843710.415
889702,4153728,2017.0,2020.0,2007.0,SOCIAL HOUSING,19,Beaches-East York,2802 DANFORTH AVE,4,25,2020-11-14,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1930,43.689655844899995,-79.2961972389,321214.033,4838653.442
889703,4153367,2017.0,2020.0,1957.0,PRIVATE,12,Toronto-St. Paul's,159 RUSSELL HILL RD,4,18,2020-11-13,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1237,43.681900098,-79.405861723,312374.18100000004,4837776.963
889704,4153369,2017.0,2020.0,1959.0,PRIVATE,12,Toronto-St. Paul's,221 RUSSELL HILL RD,4,18,2020-11-13,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1237,43.682871103000004,-79.406514542,312321.425,4837884.787
889705,4155843,2017.0,2020.0,1952.0,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2020-11-13,79,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2021,43.710470468400004,-79.2900582076,321703.085,4840967.096
889706,4156305,2017.0,2020.0,1952.0,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2020-11-13,76,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2021,43.7103165144,-79.2898372595,321720.933,4840950.037
889707,4156306,2017.0,2020.0,1952.0,PRIVATE,20,Scarborough Southwest,3222 ST CLAIR AVE E,3,16,2020-11-13,76,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2021,43.7103391108,-79.2897341837,321729.233,4840952.568
889708,4155020,2017.0,2020.0,1971.0,PRIVATE,12,Toronto-St. Paul's,330 WINNETT AVE,4,39,2020-11-13,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,S1223,43.692267101000006,-79.43505588100001,310019.468,4838926.465
889709,4155396,2017.0,2020.0,1963.0,PRIVATE,2,Etobicoke Centre,70 DIXFIELD DR,12,141,2020-11-13,81,Evaluation needs to be conducted in 2 years,20,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,W0225,43.656041966000004,-79.572403682,298944.101,4834902.553
889710,4154795,2017.0,2020.0,1950.0,PRIVATE,16,Don Valley East,1129 DON MILLS RD,6,46,2020-11-13,77,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,,N1624,43.737751539399994,-79.34301416939999,317429.821,4843988.499
889711,4153502,2018.0,2020.0,1918.0,PRIVATE,13,Toronto Centre,125 EARL PL,4,15,2020-11-13,73,Evaluation needs to be conducted in 2 years,14,3.0,4.0,3.0,4.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,,,S1322,43.667977815600004,-79.3782190635,314612.894,4836239.946
889712,4152789,2020.0,2020.0,1960.0,PRIVATE,20,Scarborough Southwest,3121 EGLINTON AVE E,6,81,2020-11-13,71,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,E2027,43.7415452404,-79.2234208704,327061.643,4844435.008
889713,4152790,2017.0,2020.0,1960.0,PRIVATE,20,Scarborough Southwest,3131 EGLINTON AVE E,7,82,2020-11-13,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,E2027,43.741715689799996,-79.2228457117,327107.906,4844454.096
889714,4153514,2017.0,2020.0,1970.0,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2020-11-13,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,,S1322,43.665727503,-79.383887543,314148.344,4835982.525
889715,4153511,2017.0,2020.0,1968.0,PRIVATE,13,Toronto Centre,41 DUNDONALD ST,18,107,2020-11-13,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1322,43.66621262100001,-79.382200082,314284.363,4836036.603999999
889716,4153512,2017.0,2020.0,1917.0,PRIVATE,13,Toronto Centre,49 DUNDONALD ST,5,32,2020-11-13,72,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,,,S1322,43.666349498,-79.381871851,314310.814,4836051.846
889717,4152667,2017.0,2020.0,1962.0,PRIVATE,20,Scarborough Southwest,130 FOXRIDGE DR,3,30,2020-11-13,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,E2023,43.7242519745,-79.2657615108,323656.732,4842503.35
889718,4155033,2017.0,2020.0,1960.0,PRIVATE,12,Toronto-St. Paul's,682 NORTHCLIFFE BLVD,6,54,2020-11-13,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,S1222,43.69560890899999,-79.4478332709,308989.478,4839296.063
889719,4155034,2017.0,2020.0,1965.0,PRIVATE,12,Toronto-St. Paul's,640 LAUDER AVE,10,129,2020-11-13,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,,S1222,43.6937773713,-79.44616047699999,309124.445,4839092.664
889720,4153499,2017.0,2020.0,1991.0,TCHC,13,Toronto Centre,460 JARVIS ST,10,212,2020-11-13,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1326,43.665843764899996,-79.37866359649999,314569.899,4835995.071
889721,4155030,2017.0,2020.0,1966.0,PRIVATE,12,Toronto-St. Paul's,795 VAUGHAN RD,8,106,2020-11-13,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1222,43.6952829956,-79.4482618257,308954.953,4839259.834
889722,4153586,2017.0,2020.0,1880.0,PRIVATE,13,Toronto Centre,510 ONTARIO ST,3,13,2020-11-12,67,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,S1323,43.665168638400004,-79.37142343890001,315153.909,4835920.951
889723,4155499,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2020-11-12,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0336,43.6100510941,-79.48818596619999,305737.962,4829789.871
889724,4154439,,2020.0,1954.0,PRIVATE,6,York Centre,2988 KEELE ST,3,11,2020-11-12,67,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,2.0,,N0627,43.736204601000004,-79.484886345,306001.724,4843805.791999999
889725,4154438,2018.0,2020.0,1952.0,PRIVATE,6,York Centre,2990 KEELE ST,3,11,2020-11-12,74,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,3.0,,4.0,3.0,,N0627,43.736373339,-79.484931855,305998.055,4843824.537
889726,4154442,2017.0,2020.0,1959.0,PRIVATE,6,York Centre,3020 KEELE ST,3,39,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N0627,43.737981659700004,-79.4853134372,305967.553,4844002.249
889727,4152690,2017.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2020-11-12,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2023,43.728137438699996,-79.2656668508,323663.167,4842935.041
889728,4152691,2018.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2020-11-12,69,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,E2023,43.728707711400006,-79.26590545090001,323643.766,4842998.342
889729,4155012,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,440 WINONA DR,6,130,2020-11-12,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,,S1222,43.6884054492,-79.4358516608,309955.895,4838496.442
889730,4155011,2017.0,2020.0,1960.0,PRIVATE,12,Toronto-St. Paul's,450 WINONA DR,6,124,2020-11-12,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,5.0,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,S1222,43.6888376633,-79.435821172,309958.31899999996,4838544.46
889731,4154496,2017.0,2020.0,1968.0,PRIVATE,8,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2020-11-12,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N0826,43.711095482,-79.4550342405,308408.11600000004,4841016.188999999
889732,4155133,2017.0,2020.0,1968.0,PRIVATE,5,York South-Weston,80 CLOUSTON AVE,3,17,2020-11-12,89,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,,W0527,43.6945334826,-79.50843690090001,304104.346,4839175.411
889733,4155135,2017.0,2020.0,1958.0,PRIVATE,5,York South-Weston,21 DENISON RD E,3,17,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,4.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,W0527,43.696366278999996,-79.506408632,304267.6,4839379.961
889734,4155352,2017.0,2020.0,1953.0,PRIVATE,1,Etobicoke North,17 RIVERVIEW HTS,4,14,2020-11-12,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,,W0136,43.70159907399999,-79.52750608699999,302574.77,4839958.836
889735,4154499,2017.0,2020.0,1964.0,PRIVATE,8,Eglinton-Lawrence,3690 BATHURST ST,7,47,2020-11-12,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,,N0823,43.734306073,-79.433720291,310123.458,4843596.89
889736,4154718,2017.0,2020.0,1963.0,PRIVATE,18,Willowdale,6000 YONGE ST,18,265,2020-11-12,82,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,,N1822,43.7883911434,-79.4180400688,311380.957,4849605.708000001
889737,4153996,2018.0,2020.0,1952.0,PRIVATE,12,Toronto-St. Paul's,873 AVENUE RD,4,10,2020-11-12,81,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1227,43.6992180008,-79.4058760142,312371.12,4839700.0139999995
889738,4154409,2018.0,2020.0,1967.0,PRIVATE,6,York Centre,5 AGATE RD,11,118,2020-11-12,68,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,N0627,43.72724984560001,-79.48529559999999,305969.165,4842810.005
889739,4153488,2017.0,2020.0,1979.0,PRIVATE,13,Toronto Centre,25 WELLESLEY ST E,9,47,2020-11-12,76,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,,5.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1326,43.664890998999994,-79.383181646,314205.404,4835889.677
889740,4155498,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2020-11-12,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
889741,4155497,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2020-11-12,84,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0336,43.6096967981,-79.48808184090001,305746.372,4829750.512
889742,4155225,2017.0,2020.0,1973.0,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2020-11-12,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0325,43.6463454422,-79.5227554263,302948.49100000004,4833822.241
889743,4155772,2017.0,2020.0,1951.0,PRIVATE,3,Etobicoke-Lakeshore,2407 LAKE SHORE BLVD W,3,22,2020-11-12,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,4.0,4.0,4.0,3.0,,4.0,3.0,,W0336,43.614231394799994,-79.48871626489999,305695.096,4830254.277
889744,4155771,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2020-11-12,73,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,3.0,,W0336,43.612342428199995,-79.4891538112,305659.804,4830044.4180000005
889745,4153681,2017.0,2020.0,1960.0,PRIVATE,19,Beaches-East York,15 EASTWOOD RD,4,24,2020-11-12,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,,S1937,43.6728164425,-79.3184832171,319421.536,4836778.516
889746,4153487,2017.0,2020.0,1923.0,PRIVATE,13,Toronto Centre,33 MAITLAND ST,3,37,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,5.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,4.0,,S1326,43.6638932658,-79.3826414877,314249.38399999996,4835777.947
889747,4153493,2017.0,2020.0,1928.0,PRIVATE,13,Toronto Centre,56 MAITLAND ST,4,47,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,S1326,43.6648613167,-79.3813670243,314352.022,4835885.626
889748,4153470,2017.0,2020.0,1940.0,PRIVATE,13,Toronto Centre,1 HOMEWOOD AVE,4,67,2020-11-12,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,2.0,3.0,3.0,,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1326,43.663246011000005,-79.374195362,314930.417,4835707.967
889749,4155425,2017.0,2020.0,1967.0,PRIVATE,1,Etobicoke North,5 JANSUSIE RD,3,45,2020-11-12,65,Evaluation needs to be conducted in 1 year,17,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0129,43.72849773,-79.57541136100001,298591.273,4843220.455
889750,4155426,2017.0,2020.0,1967.0,PRIVATE,1,Etobicoke North,15 JANSUSIE RD,3,45,2020-11-12,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,W0129,43.729325196000005,-79.57582247,298619.876,4843140.267
